gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_Fiber optic,InternetService_No
0,1,0,0,-0.5876006952326126,1,1,0.6698544944182854,-0.3704432495653799,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
1,1,0,0,-0.6690886177852331,1,1,0.3208298390377723,-0.4508717244531664,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-1.2395040756535771,1,1,0.6997708934509005,-0.93355287064616,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
1,0,1,1,0.5939741817803856,1,0,0.8393807556031058,0.8179172470555583,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
1,0,1,0,-1.1172721918246462,1,1,0.5485268761193449,-0.823697191836183,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0,1,1,0.8791819107145575,0,0,-0.62486077482657,0.0620969412189634,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,1,0,-0.5876006952326126,1,0,0.3324639942171226,-0.3729138993699417,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0,0,0,-0.3431369275747509,1,1,0.703094937787858,-0.0777153664713246,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
0,0,1,1,0.9199258719908678,1,0,-1.517366679299596,-0.5670143246408229,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,0,0,0.1457906077409725,1,1,0.6681924722498068,0.3458466593982273,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
1,1,1,0,1.4088534073065913,1,1,-0.1279161464514586,0.8100641101767728,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1,0,1,1,-0.5876006952326126,1,0,-1.487450280266981,-0.8547567893792446,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,1,1,0,1.6125732136881423,1,1,1.2582103420597217,2.323734184189425,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,1,0,1.0014137945434884,1,1,-1.5024084797832884,-0.5069466512674158,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True
1,0,0,0,0.3087664528462136,1,1,-0.0963377252503647,0.1605038053095873,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,0.5939741817803856,1,0,0.997272861608576,0.993796630017797,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0,0,0,0,-1.076528230548336,1,1,1.1086283468966447,-0.7570117064862711,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
0,0,1,0,0.3902543753988342,1,1,0.7014329156193795,0.6381554144004374,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
0,0,0,1,-0.3023929662984406,1,0,-1.487450280266981,-0.7992554062696258,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True
0,0,1,1,1.6125732136881423,1,0,1.3728898716847469,2.3709853617016674,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False
0,0,1,0,-1.0357842692720256,1,0,0.5468648539508664,-0.7514306850527522,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0,0,0,0,1.4495973685829016,0,0,-0.860867922750536,0.1923134215433196,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
1,0,1,0,0.5939741817803856,1,0,-1.4924363467724169,-0.5913458133411049,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,-0.6690886177852331,1,0,-1.4891123024354591,-0.8857281494292863,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True
0,0,1,1,0.7569500268856267,1,0,0.6881367382715502,0.9435453777428716,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,0,0,0,-1.1987601143772668,1,1,0.5219345214236869,-0.9048536260413848,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1,0,1,0,-0.4653688114036817,1,1,1.3728898716847469,-0.0147137964550005,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
0,0,0,1,-0.6283446565089229,1,1,0.9274679305324736,-0.320500828516025,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
1,0,1,0,0.6754621043330061,1,0,0.6499102283965414,0.7835708028974994,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False
1,0,0,0,0.960669833267178,1,1,0.9856387064292256,1.2535457500956042,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
0,0,0,1,-0.791320501614164,0,0,-1.1517218022342968,-0.8387416843961034,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,1,1,1.4495973685829016,1,0,0.6000495633421824,1.5411337992212406,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False
0,0,0,1,1.5310852911355222,1,0,0.0399480925648832,1.150704951980722,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1,0,0,0,0.3902543753988342,1,0,0.5019902554019434,0.4544670133059236,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,1,1,-0.0579291986405789,1,1,1.309733029282559,0.4236059501221568,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
0,0,1,1,-1.1172721918246462,1,0,0.1712478438746953,-0.8660070697393025,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,-1.2802480369298874,1,0,-0.648129085185271,-0.9873777413883976,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,-1.2802480369298874,1,1,-0.4769408018319716,-0.9851056259431312,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,0.797693988161937,1,1,0.8127884009074476,1.0452170290752378,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
1,0,0,1,-0.1394171211931994,0,1,-0.6581012181961428,-0.4592101675435622,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,-0.6283446565089229,1,0,-1.487450280266981,-0.8582862891000471,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,1,1.1643896396487294,1,1,0.4853700337171571,1.119402701331855,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False
0,1,0,0,0.512486259227765,0,0,-1.0170980065875277,-0.3029636267782877,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
0,0,1,0,0.5939741817803856,1,0,-1.259753243185408,-0.4555041928367196,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,-0.9135523854430948,1,1,1.1269105907499095,-0.5779778331485655,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
1,0,1,0,0.0235587239120416,1,1,-0.1245921021145015,-0.1168707539989771,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
0,0,1,0,1.5718292524118322,0,1,-0.5716760654352537,0.4828794860583835,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0,1,0,0,-0.8728084241667845,1,1,1.0039209502824906,-0.513101216405565,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
0,0,0,0,-0.1394171211931994,0,1,-1.3195860412506386,-0.6928630490606862,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,0,1,1,-0.1801610824695097,1,1,-1.4791401694245876,-0.7920861099617457,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True
1,0,0,0,-0.791320501614164,1,0,-1.4907743246039378,-0.8998682076857513,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True
0,0,1,0,-0.7505765403378537,1,1,-0.0032644838155611,-0.5922061288980506,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,0,1,0,1.490341329859212,0,1,-0.1329022129568947,0.8735951051512174,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False
0,0,1,1,0.6347181430566958,1,1,0.5734572086465244,0.7705998914235502,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False
0,0,0,0,1.368109446030281,1,1,-1.3179240190821602,-0.2645803173145608,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True
1,0,1,1,1.490341329859212,1,1,-1.2896696422180234,-0.2147481931314808,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True
0,0,0,0,-1.1580161531009563,1,1,0.3939588144508323,-0.8601833951999786,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,-1.0357842692720256,1,0,0.3175057947008148,-0.7719459021799167,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,1,0,0,-0.0171852373642686,1,1,0.3191678168692938,-0.0028017348972922,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0,1,0,0.512486259227765,1,0,0.5518509204563025,0.6584941565415616,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,1.4088534073065913,1,1,-1.509056568457203,-0.4407905908756243,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True
1,0,0,1,-1.1987601143772668,1,0,0.1612757108638236,-0.9102581724888636,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0,0,0,-0.6690886177852331,1,0,-1.4974224132778524,-0.8819118778561688,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True
0,0,1,1,-0.3023929662984406,1,1,0.8094643565704907,-0.011272534227218,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
1,0,0,0,0.7569500268856267,1,0,0.5053142997389005,0.8643081090108562,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,1,0,0,-0.2616490050221303,1,1,0.8792692876465931,0.030221146865466,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
0,0,1,0,-1.2802480369298874,1,1,-1.4675060142452372,-0.9982530124031204,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True
1,1,1,0,-0.4653688114036817,1,1,0.005045627026832,-0.4162605678160471,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,0,0,-0.8320644628904743,1,1,1.1684611449618754,-0.5076084324650662,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False
0,0,1,0,1.0421577558197987,1,1,1.472611201793465,1.8134347026811517,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
1,0,1,0,-1.076528230548336,1,1,0.8709591768041999,-0.7730929895891774,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
1,1,1,0,-0.8320644628904743,1,1,1.2149977656792768,-0.4697545479594596,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
1,0,0,0,0.7162060656093164,0,1,-0.9905056518918692,-0.2209909957626501,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,0,0,-1.076528230548336,0,1,-0.6780454842178864,-0.8913091708628054,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,0,0,0,0.8384379494382472,1,1,0.525258565760644,0.910963683445214,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False
1,0,0,0,-0.4653688114036817,1,0,1.2980988741032085,-0.0301332983602563,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False
0,0,1,1,-0.3838808888510611,1,1,0.4105790361356186,-0.2311383074599572,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
0,0,0,0,-1.1987601143772668,1,1,0.3424361272279943,-0.8879340867547879,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,0,0,-1.2395040756535771,1,0,0.0532442699127125,-0.9656492587322074,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,-0.9135523854430948,1,0,-0.6497911073537496,-0.818226467268939,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0,-0.9950403079957154,1,0,0.6698544944182854,-0.7124738318843948,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
0,1,0,0,0.1865345690172827,1,1,0.3806626371030031,0.2462927078983426,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
