Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_Fiber optic,InternetService_No
0,1,0,0,0,-1.2802480369298874,1,1,-0.6813695285548437,-0.9878189288534979,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,1,0,0,0,-0.13941712119319946,1,1,0.9773285955868325,0.14307690043812513,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False
0,1,0,0,0,1.2866215234776603,1,0,0.5468648539508664,1.448969737761786,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False
0,0,0,1,1,0.2680224915699033,1,1,1.1684611449618754,0.654766122461464,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
0,0,1,0,0,0.3087664528462136,1,1,0.8892414206574647,0.613382738235055,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
1,1,0,0,0,0.3087664528462136,1,1,1.3197051622934308,0.7736440849327424,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
1,0,1,0,0,-0.8728084241667845,1,1,1.0039209502824906,-0.513101216405565,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
0,0,0,1,0,-1.076528230548336,1,0,-0.4802648461689289,-0.8685880164101394,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,0,0,0,-0.09867315991688919,1,1,-0.009912572489475751,-0.17420306508876235,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1,0,0,0,-0.22090504374582004,1,1,-1.509056568457203,-0.7736224145472977,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
0,1,1,1,0,1.5310852911355222,1,1,1.3296772953043026,2.217253589487465,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False
0,0,0,1,0,1.0014137945434884,1,1,1.4825833348043371,1.751249329475263,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False
0,1,0,1,0,1.0421577558197987,1,0,-0.48192686833740767,0.2626166441070541,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
0,1,0,0,0,-0.6690886177852331,1,1,0.21944648676057582,-0.4726002071093567,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,1,0,1.4903413298592119,1,1,1.7019702610435166,2.6028073152386253,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1,1,0,0,0,-1.2802480369298874,1,1,-1.494098368940895,-0.9986059623752006,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
1,1,0,0,1,-1.2802480369298874,1,1,1.1618130562879607,-0.9633550839136859,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
0,1,1,1,1,-0.01718523736426863,1,1,0.9690184847444393,0.25507233845383864,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False
0,1,0,1,1,-0.6690886177852331,1,1,0.8643110881302852,-0.3710829713897754,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
1,1,0,1,0,0.6754621043330061,1,0,0.6499102283965414,0.7835708028974994,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False
0,0,0,1,0,1.5718292524118322,0,0,-0.2176653435493049,0.821755578001931,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,0,0,0,0,0.02355872391204165,1,0,1.4210885145706273,0.6009853704657363,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
0,0,0,1,0,-0.9135523854430948,1,1,-1.4907743246039378,-0.9245305869848586,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True
1,1,0,1,0,-0.46536881140368175,1,1,1.5424161328695678,0.01491194182648524,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
1,1,0,1,1,0.18653456901728277,0,0,-0.8176553463700914,-0.36817113412011343,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1,0,0,-0.26164900502213034,1,1,0.6981088712824219,-0.03955265074014788,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
0,1,0,0,0,0.7162060656093164,0,1,-0.9772094745440403,-0.2357707758435105,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
1,0,0,0,0,-1.0357842692720256,1,1,0.3008855730160285,-0.7818064420249085,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,1,1,1.1643896396487294,1,0,0.7745618910324389,1.4309692891856935,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
1,1,0,0,0,-0.7098325790615434,1,1,1.2149977656792768,-0.32178027216481586,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
0,0,0,0,1,-0.26164900502213034,0,0,-0.6315088635004846,-0.5013215110873868,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
0,1,0,1,0,1.6125732136881425,1,1,0.9922867951031402,1.9694827090871312,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False
0,1,0,1,1,0.4717422979514547,1,1,-1.472492080750673,-0.6257143168724191,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,0,0,0,1.368109446030281,1,0,0.8177744674128837,1.6295698266005976,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1,0,0,0,0,-1.2395040756535771,1,1,0.7130670707987297,-0.9272218305219705,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0,0,1,0,0,0.4717422979514547,1,0,0.33412601638560113,0.4344591617636246,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False
1,0,0,0,0,-0.8320644628904743,1,1,0.829408622592234,-0.543057845285876,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,1,1,1,0,1.4903413298592119,1,1,1.500865578657602,2.3607718718845954,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1,0,0,0,0,-1.2802480369298874,1,1,0.5119623884128152,-0.9719802988563969,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1,0,0,0,0,-1.1987601143772668,1,0,-1.494098368940895,-0.979237832657297,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True
0,0,0,1,0,-1.2395040756535771,1,0,0.8493528886139774,-0.9233173214558328,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
0,0,1,0,0,-0.22090504374582004,1,1,0.7197151594726443,0.05194962952165633,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0,0,-0.26164900502213034,1,1,-1.4791401694245876,-0.7818064420249085,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True
0,0,1,1,0,0.2680224915699033,1,1,1.2116737213423197,0.7349519442434453,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False
1,1,0,0,0,-0.3023929662984406,1,1,0.9939488172716188,0.034765377755999166,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
1,0,0,0,0,-1.2802480369298874,1,0,0.2028262650757895,-0.9760833422818297,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1,1,0,1,0,-0.42462485012737144,1,1,-0.3522891391960741,-0.498806742536315,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,0,0,0,0,1.6125732136881425,1,1,1.6654057733369867,2.741274001160358,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,0,0,-0.3431369275747509,1,1,-1.504070501951767,-0.7999171874672761,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True
0,0,0,1,0,-0.5468567339563023,1,1,0.7330113368204731,-0.31716986315451756,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
0,1,0,1,1,1.5718292524118322,1,0,-1.3112759304082455,-0.19224763241136503,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True
0,1,1,1,0,0.02355872391204165,1,1,1.4992035564891233,0.6226917937486715,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,0,0,0,0,-1.1987601143772668,1,0,-1.4907743246039378,-0.9817746605816238,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True
0,1,0,1,1,0.5939741817803856,1,0,0.7446454919998238,0.7650850481097964,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
0,1,0,1,1,1.2051336009250397,1,0,1.4410327805923713,2.004027687604485,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
0,1,0,0,0,1.5718292524118322,1,1,1.711942394054388,2.6587057670668344,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True,False
0,1,1,1,0,-1.0357842692720256,1,1,0.8044782900650546,-0.7402465828124594,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
0,0,0,1,1,-0.22090504374582004,1,0,0.3191678168692938,-0.13718743676684644,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,1,0,0,0,-1.2395040756535771,1,0,-1.4874502802669807,-0.9924955159835613,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True
0,0,0,0,1,-0.3023929662984406,0,0,-0.9888436297233908,-0.6348027786534853,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0,1,1,0,0,-0.09867315991688919,1,1,0.33080197204864403,-0.07588443849115832,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
1,0,1,1,0,1.0421577558197987,1,1,1.3529456056630036,1.7304252811225285,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False
1,1,0,1,0,-0.9135523854430948,1,1,0.679826627429157,-0.630015894657147,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0,0,0,0,0,-0.9542963467194051,1,1,0.34576017156495187,-0.7277168588036106,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,0,1,1,0,-1.076528230548336,1,1,0.6499102283965414,-0.7978436063813047,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0,0,0,1,1,1.4903413298592119,1,0,0.653234272733499,1.5729654748282282,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,1,0,0,1.368109446030281,1,1,1.2499002312173284,1.847935562451996,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
1,0,0,0,0,1.5310852911355222,1,0,1.6870120615272086,2.5784317077918333,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False
1,1,0,0,0,-0.3023929662984406,1,0,-1.3129379525767242,-0.7089663915368475,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,1,1,0.5532302205040753,1,1,-1.5140426349626388,-0.6260893262177543,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True
0,0,0,1,0,0.8791819107145575,1,1,1.6570956624945936,1.6616000365668802,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False
1,0,0,0,0,-0.7098325790615434,1,0,1.3396494283151743,-0.30907407316992697,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
0,0,0,1,1,-0.8320644628904743,1,0,-1.509056568457203,-0.9199642967210705,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True
0,0,0,0,0,-0.42462485012737144,0,1,-0.4802648461689289,-0.5225646875319667,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
0,0,0,1,0,1.5310852911355222,0,0,-0.2326235430656127,0.7747249942222383,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,1,0,0,0,-0.09867315991688919,1,1,0.6482482062280629,0.06851621883617283,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,1,0,1,1,1.5718292524118322,1,0,1.1884054109836186,2.1311337962998844,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False
0,1,0,1,0,-0.09867315991688919,1,0,-1.495760391109374,-0.7529527818073483,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,1,0,1,1,-1.1580161531009565,1,1,0.6648684279128493,-0.8432859152866365,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0,0,-1.2395040756535771,1,1,0.6997708934509005,-0.9335528706461599,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
0,1,0,0,1,-0.9135523854430948,1,1,-1.4907743246039378,-0.9105228849679238,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,1,0,0,-1.1580161531009565,1,0,0.35074623807038746,-0.8867428805990171,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1,1,0,0,0.797693988161937,0,1,-0.5317875333917667,0.119892499147104,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
1,1,0,0,0,-1.1172721918246462,1,0,-0.5866342649515616,-0.9089125507203076,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,0,1,1,-0.9950403079957154,1,0,-1.4841262359300234,-0.9343470080833405,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True
0,0,1,0,0,-1.2395040756535771,1,1,-0.6813695285548437,-0.967965492923984,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,0,0,0,-1.1987601143772668,1,0,0.6482482062280629,-0.9036624198856139,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0,1,0,0,0,-0.5468567339563023,1,0,-0.17445276716886055,-0.5023803610036276,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0,1,0,0,0,1.6125732136881425,1,0,0.16127571086382367,1.158094842021152,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0,1,1,1,0,1.24587756220135,0,0,-0.9539411641853394,0.006882329961659688,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,1,0,1,0,1.368109446030281,0,1,-0.27251207510909975,0.6643840092006507,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
1,1,0,0,0,-1.2802480369298874,1,1,0.3690284819236528,-0.9738774049563281,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0,0,1.1236456783724194,1,1,0.4787219450432425,1.0948947376455327,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,0,1,1,0.6347181430566958,0,0,-0.6581012181961428,-0.03838350395763202,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False
1,0,0,0,0,-1.2802480369298874,1,1,0.6897987604400287,-0.9696199459181102,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
1,1,0,0,0,-0.7098325790615434,1,1,0.9490742187226954,-0.37000206210027964,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
0,0,0,1,0,0.7162060656093164,1,1,1.4908934456467302,1.377607665281811,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False
0,1,0,1,1,1.6125732136881425,1,0,0.8277466004237555,1.78945616395295,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,0,0,0,0,0.5532302205040753,1,0,0.6465861840595843,0.6901493571625088,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
0,0,0,1,1,1.6125732136881425,1,0,0.9258059083639949,1.9631516689629418,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,1,0,1,1,-1.2802480369298874,1,0,-1.499084435446331,-0.9986721404949657,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True
0,0,0,0,0,-1.2802480369298874,1,1,-0.4885749570113221,-0.9852600415559163,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,1,0,0,1.4088534073065913,1,1,0.9191578196900803,1.7019025115037936,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
0,0,0,1,1,0.6347181430566958,1,0,0.4936801445595503,0.700164312620286,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,0,0,1.6125732136881425,1,1,1.4992035564891233,2.3563379378603373,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,1,0,1,0,0.797693988161937,1,1,0.5518509204563025,0.9137652238486006,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False
0,0,0,1,1,1.4088534073065913,1,0,-0.47361675749501453,0.5066815498005451,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1,0,0,1,1,-0.18016108246950976,1,1,0.5402167652769517,-0.02479493003254261,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
0,0,0,1,1,-0.01718523736426863,1,0,-0.07805548139709961,-0.10489251432150376,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,1,0,-0.22090504374582004,1,1,0.34576017156495187,-0.15615849776615975,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,0,0,-1.1987601143772668,1,0,0.8510149107824564,-0.8889267585512636,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
